x,y,class,log_loss
-5.620829772949218750e+01,-2.896668434143066406e+01,4.000000000000000000e+00,1.563005447387695312e-01
2.857739925384521484e+00,6.157712936401367188e+01,1.000000000000000000e+00,3.218656047465628944e-06
6.593086242675781250e+01,-2.058020591735839844e+01,5.000000000000000000e+00,1.633180545468349010e-05
-4.570671844482421875e+01,-1.122900867462158203e+01,4.000000000000000000e+00,4.985383129678666592e-04
1.215245342254638672e+01,7.789835357666015625e+01,1.000000000000000000e+00,5.960464477539062500e-08
7.310021972656250000e+01,7.869360446929931641e+00,9.000000000000000000e+00,3.592317178845405579e-02
2.253947257995605469e+00,6.165969467163085938e+01,1.000000000000000000e+00,2.205374357799883001e-06
1.811301827430725098e+00,-2.139101791381835938e+01,8.000000000000000000e+00,8.762144134379923344e-04
-6.044283676147460938e+01,-2.620696258544921875e+01,6.000000000000000000e+00,2.218124628067016602e+00
-2.360254859924316406e+01,-5.070745086669921875e+01,2.000000000000000000e+00,1.504679471254348755e-01
8.448877334594726562e+00,7.229754638671875000e+01,1.000000000000000000e+00,0.000000000000000000e+00
-3.574055862426757812e+01,-2.727022933959960938e+01,2.000000000000000000e+00,2.641430764924734831e-04
4.345323562622070312e+01,-2.592437362670898438e+01,5.000000000000000000e+00,5.036719448980875313e-05
1.219822764396667480e+00,7.737577819824218750e+01,1.000000000000000000e+00,2.384186075232719304e-07
-4.089897155761718750e+01,9.669598579406738281e+00,0.000000000000000000e+00,5.263950824737548828e-01
-4.989789581298828125e+01,4.168271636962890625e+01,0.000000000000000000e+00,8.412560564465820789e-04
-5.481951141357421875e+01,3.841433334350585938e+01,0.000000000000000000e+00,8.812256273813545704e-04
5.693092346191406250e-01,6.338956832885742188e+01,1.000000000000000000e+00,1.788155350368469954e-05
-3.584059524536132812e+01,7.851007938385009766e+00,6.000000000000000000e+00,4.280303791165351868e-02
-4.103384017944335938e+00,6.921931457519531250e+01,1.000000000000000000e+00,6.008328637108206749e-05
-8.951460838317871094e+00,1.027208232879638672e+01,6.000000000000000000e+00,4.047395229339599609e+00
-2.008292198181152344e+01,-4.013151550292968750e+01,2.000000000000000000e+00,1.287573599256575108e-03
-1.951518821716308594e+01,-3.641075134277343750e+01,2.000000000000000000e+00,4.642025381326675415e-02
-1.630781364440917969e+01,1.590517878532409668e+00,4.000000000000000000e+00,3.214087724685668945e+00
-5.026155853271484375e+01,-7.826931476593017578e+00,4.000000000000000000e+00,1.441011205315589905e-02
-3.366037607192993164e-01,7.911071777343750000e+01,1.000000000000000000e+00,1.788140934877446853e-06
-1.831202507019042969e+01,-1.618519306182861328e+00,4.000000000000000000e+00,2.044421434402465820e+00
3.457856750488281250e+01,-2.824456596374511719e+01,5.000000000000000000e+00,1.853721551015041769e-05
-4.044486236572265625e+01,9.804378509521484375e+00,0.000000000000000000e+00,6.140070557594299316e-01
-2.777900886535644531e+01,-6.876569747924804688e+00,4.000000000000000000e+00,5.613909289240837097e-02
2.886154365539550781e+01,4.243700504302978516e+00,7.000000000000000000e+00,4.029355113743804395e-05
7.205590820312500000e+01,1.956588172912597656e+01,9.000000000000000000e+00,3.397470436539151706e-06
-1.997973680496215820e+00,8.941716194152832031e+00,3.000000000000000000e+00,9.262081584893167019e-04
2.917836952209472656e+01,1.546840381622314453e+01,7.000000000000000000e+00,1.034128759056329727e-02
-1.891628646850585938e+01,-5.630358886718750000e+01,2.000000000000000000e+00,1.151509233750402927e-03
-6.580010414123535156e+00,2.313418579101562500e+01,3.000000000000000000e+00,2.810277976095676422e-02
6.056110382080078125e+01,2.437396240234375000e+01,9.000000000000000000e+00,1.458993414416909218e-03
-4.384235382080078125e+01,4.155447006225585938e+01,0.000000000000000000e+00,2.291465061716735363e-04
7.140403747558593750e+01,2.083172035217285156e+01,9.000000000000000000e+00,2.503398263797862455e-06
-4.644320297241210938e+01,-3.182111167907714844e+01,4.000000000000000000e+00,3.460806906223297119e-01
3.963164138793945312e+01,3.454763412475585938e+01,7.000000000000000000e+00,1.288900338113307953e-02
-4.505735397338867188e+01,-1.147919464111328125e+01,4.000000000000000000e+00,2.803078386932611465e-03
-2.352299308776855469e+01,-3.151577186584472656e+01,2.000000000000000000e+00,3.201298648491501808e-03
-5.059415054321289062e+01,2.481439590454101562e+01,0.000000000000000000e+00,2.195482403039932251e-01
4.265451431274414062e+01,-3.439120483398437500e+01,5.000000000000000000e+00,1.168257858807919547e-05
-2.621010398864746094e+01,-3.776706314086914062e+01,2.000000000000000000e+00,3.726936876773834229e-01
1.221799087524414062e+01,7.718842315673828125e+01,1.000000000000000000e+00,0.000000000000000000e+00
-1.381873703002929688e+01,-5.672151565551757812e+01,2.000000000000000000e+00,3.984172071795910597e-04
-6.042840003967285156e+00,5.118754577636718750e+01,1.000000000000000000e+00,2.417260548099875450e-04
-6.922938346862792969e+00,1.799715012311935425e-01,3.000000000000000000e+00,1.573011046275496483e-03
-5.617050170898437500e+01,2.644566917419433594e+01,0.000000000000000000e+00,1.714417710900306702e-02
6.994645690917968750e+01,1.894651794433593750e+01,9.000000000000000000e+00,1.793664559954777360e-04
2.093847036361694336e+00,7.679429626464843750e+01,1.000000000000000000e+00,5.364419735087722074e-07
-4.819512939453125000e+01,4.352916717529296875e+01,0.000000000000000000e+00,3.468399518169462681e-04
6.744626617431640625e+01,1.777834892272949219e+01,9.000000000000000000e+00,4.851935955230146646e-05
-1.315003299713134766e+01,-4.751041889190673828e+00,3.000000000000000000e+00,9.876885451376438141e-03
-3.729838562011718750e+01,2.354436874389648438e+01,6.000000000000000000e+00,1.642924845218658447e-01
2.004375267028808594e+01,-1.248598456382751465e+00,7.000000000000000000e+00,5.126012638356769457e-06
6.651974487304687500e+01,1.328239631652832031e+01,9.000000000000000000e+00,2.402096106379758567e-05
6.442581176757812500e+01,2.434533119201660156e+01,9.000000000000000000e+00,3.488672373350709677e-04
-4.919021606445312500e+01,-1.595351696014404297e+01,4.000000000000000000e+00,9.835471399128437042e-03
-5.294554138183593750e+01,-1.368209743499755859e+01,4.000000000000000000e+00,2.771486528217792511e-02
1.957372093200683594e+01,-2.010123729705810547e+00,7.000000000000000000e+00,3.206781184417195618e-05
-6.790611267089843750e+00,5.463653564453125000e+01,1.000000000000000000e+00,6.461352313635870814e-05
-2.219853591918945312e+01,-4.240773773193359375e+01,2.000000000000000000e+00,1.664794050157070160e-02
2.212151050567626953e+00,3.587704467773437500e+01,1.000000000000000000e+00,1.281081080436706543e+00
-2.894605255126953125e+01,-3.933198165893554688e+01,6.000000000000000000e+00,7.737119495868682861e-02
7.090356826782226562e+00,2.923177909851074219e+01,3.000000000000000000e+00,5.640786257572472095e-04
-2.821330070495605469e+01,-4.835506439208984375e+01,2.000000000000000000e+00,6.280313245952129364e-03
2.783160209655761719e+00,-3.505978012084960938e+01,8.000000000000000000e+00,2.148978383047506213e-04
-5.995878696441650391e+00,-4.831026077270507812e+00,3.000000000000000000e+00,9.884949540719389915e-04
-5.377613449096679688e+01,-4.841991806030273438e+01,6.000000000000000000e+00,1.908475346863269806e-02
5.954946994781494141e+00,7.525448608398437500e+01,1.000000000000000000e+00,0.000000000000000000e+00
6.022953987121582031e+00,5.790982437133789062e+01,1.000000000000000000e+00,1.549722014715371188e-06
-4.852679061889648438e+01,4.156618499755859375e+01,0.000000000000000000e+00,1.031692372635006905e-03
-2.074872016906738281e+01,-3.726776504516601562e+01,2.000000000000000000e+00,1.801892183721065521e-02
5.520884704589843750e+01,2.582164573669433594e+01,9.000000000000000000e+00,3.826239844784140587e-03
-2.185812377929687500e+01,-4.709067535400390625e+01,2.000000000000000000e+00,2.496793866157531738e-03
-6.434976959228515625e+01,-2.166932868957519531e+01,4.000000000000000000e+00,3.869168460369110107e-02
-4.322499847412109375e+01,3.526242828369140625e+01,0.000000000000000000e+00,2.035079896450042725e-02
2.546297836303710938e+01,1.001207733154296875e+01,7.000000000000000000e+00,3.051804378628730774e-05
6.370542907714843750e+01,2.385629081726074219e+01,9.000000000000000000e+00,9.805445006350055337e-05
4.377682685852050781e+00,-7.069458007812500000e+01,8.000000000000000000e+00,7.808239388396032155e-06
-4.511280059814453125e+01,-1.136812019348144531e+01,4.000000000000000000e+00,4.104263149201869965e-03
-6.114829063415527344e+00,7.616407775878906250e+01,1.000000000000000000e+00,5.960466182841628324e-07
1.045064926147460938e+01,-4.095597076416015625e+01,8.000000000000000000e+00,1.621259434614330530e-05
-4.498225784301757812e+01,-2.030330085754394531e+01,4.000000000000000000e+00,5.197899416089057922e-02
1.774023413658142090e+00,7.415423583984375000e+01,1.000000000000000000e+00,1.311303094553295523e-06
-2.660948038101196289e+00,2.217094230651855469e+01,3.000000000000000000e+00,1.207723049446940422e-03
-6.968089103698730469e+00,5.654367446899414062e+01,1.000000000000000000e+00,3.296680224593728781e-04
-5.637446975708007812e+01,-5.175500106811523438e+01,6.000000000000000000e+00,1.175267435610294342e-02
3.286065673828125000e+01,-6.676255702972412109e+00,7.000000000000000000e+00,7.965756230987608433e-04
-3.900757980346679688e+01,-3.525959777832031250e+01,2.000000000000000000e+00,1.884122379124164581e-02
1.138534069061279297e+01,-3.386624908447265625e+01,8.000000000000000000e+00,3.397470436539151706e-06
5.634374618530273438e+01,-3.281533813476562500e+01,5.000000000000000000e+00,8.642710781714413315e-06
-2.175165748596191406e+01,-2.188340950012207031e+01,2.000000000000000000e+00,4.607832431793212891e-01
-4.852847671508789062e+01,3.010864639282226562e+01,0.000000000000000000e+00,6.047317758202552795e-03
2.776667594909667969e+01,9.136257171630859375e+00,7.000000000000000000e+00,2.264979002575273626e-06
2.499099349975585938e+01,-1.142834275960922241e-01,7.000000000000000000e+00,1.148051378550007939e-04
-5.604364776611328125e+01,1.324949741363525391e+01,6.000000000000000000e+00,2.260854700580239296e-03
-2.353196525573730469e+01,-5.357649993896484375e+01,2.000000000000000000e+00,1.976213604211807251e-02
3.027035903930664062e+01,-7.510705947875976562e+00,7.000000000000000000e+00,2.097707474604249001e-04
-5.769683837890625000e+01,2.726779556274414062e+01,0.000000000000000000e+00,8.410041034221649170e-02
3.209989166259765625e+01,-5.663590908050537109e+00,7.000000000000000000e+00,6.259850342757999897e-04
5.208866119384765625e+00,-3.058899879455566406e+01,8.000000000000000000e+00,1.025205165205989033e-05
7.106217193603515625e+01,1.737947082519531250e+01,9.000000000000000000e+00,3.218656047465628944e-06
-1.233672428131103516e+01,-5.166942214965820312e+01,2.000000000000000000e+00,8.601177483797073364e-03
7.005543518066406250e+01,1.515565013885498047e+01,9.000000000000000000e+00,5.006802894058637321e-06
-4.679087829589843750e+01,3.831202316284179688e+01,0.000000000000000000e+00,1.340899243950843811e-02
5.140718078613281250e+01,-2.749777984619140625e+01,5.000000000000000000e+00,1.966550626093521714e-04
-3.323359966278076172e+00,6.484350585937500000e+01,1.000000000000000000e+00,2.615197736304253340e-04
-3.949028778076171875e+01,-7.026619434356689453e+00,4.000000000000000000e+00,4.035558085888624191e-03
-6.108769607543945312e+01,-2.860924339294433594e+01,4.000000000000000000e+00,3.690430521965026855e-01
6.387182617187500000e+01,-2.724958610534667969e+01,5.000000000000000000e+00,0.000000000000000000e+00
-5.295394515991210938e+01,-2.535155868530273438e+01,6.000000000000000000e+00,1.641768813133239746e+00
6.235418701171875000e+01,4.514242172241210938e+00,9.000000000000000000e+00,1.287468603550223634e-05
-3.260364913940429688e+01,-3.565431213378906250e+01,2.000000000000000000e+00,1.495013199746608734e-02
-3.576077270507812500e+01,-4.230598449707031250e+01,6.000000000000000000e+00,4.420835494995117188e+00
3.640354633331298828e+00,-2.770335006713867188e+01,8.000000000000000000e+00,1.401403424097225070e-04
-6.134794235229492188e+01,-4.425651931762695312e+01,6.000000000000000000e+00,5.269319284707307816e-03
-5.574522781372070312e+01,-3.049813652038574219e+01,4.000000000000000000e+00,3.756020963191986084e-01
-2.805376815795898438e+01,-2.282413482666015625e+01,2.000000000000000000e+00,1.680513501167297363e+00
-4.092117309570312500e+01,-3.259223175048828125e+01,2.000000000000000000e+00,1.733791898004710674e-03
5.058116531372070312e+01,2.318187332153320312e+01,9.000000000000000000e+00,1.265065670013427734e-01
2.368068122863769531e+01,-3.646467685699462891e+00,7.000000000000000000e+00,4.041276406496763229e-05
-2.379596328735351562e+01,2.090084457397460938e+01,6.000000000000000000e+00,2.034931778907775879e-01
4.648615264892578125e+01,-2.695501136779785156e+01,5.000000000000000000e+00,3.218656047465628944e-06
5.729966735839843750e+01,-2.386881256103515625e+01,5.000000000000000000e+00,1.013284054351970553e-05
-3.963665390014648438e+01,-4.251170730590820312e+01,2.000000000000000000e+00,5.968844890594482422e-01
1.213961791992187500e+01,-6.459451293945312500e+01,8.000000000000000000e+00,0.000000000000000000e+00
4.355493927001953125e+01,-3.966597747802734375e+01,5.000000000000000000e+00,0.000000000000000000e+00
-2.329246520996093750e+01,-5.460117721557617188e+01,2.000000000000000000e+00,5.699165537953376770e-02
-4.311335086822509766e+00,2.210486412048339844e+01,3.000000000000000000e+00,2.110620960593223572e-03
-4.834993362426757812e+01,4.519729995727539062e+01,0.000000000000000000e+00,2.851296740118414164e-04
-5.854471588134765625e+01,-2.292845153808593750e+01,4.000000000000000000e+00,1.227424386888742447e-02
-2.871757745742797852e+00,-3.141660308837890625e+01,8.000000000000000000e+00,4.820793401449918747e-04
-5.317848587036132812e+01,4.299194335937500000e+01,0.000000000000000000e+00,4.988961154595017433e-04
-4.499640655517578125e+01,3.710076141357421875e+01,0.000000000000000000e+00,2.057223115116357803e-03
-5.561025619506835938e+01,-4.731999588012695312e+01,6.000000000000000000e+00,2.044016122817993164e-02
-1.704118347167968750e+01,-4.979489326477050781e+00,3.000000000000000000e+00,1.845823377370834351e-01
2.818103551864624023e+00,-1.856335449218750000e+01,8.000000000000000000e+00,1.913492160383611917e-04
5.617293167114257812e+01,2.912330245971679688e+01,9.000000000000000000e+00,2.601243369281291962e-02
-2.537025642395019531e+01,2.069821929931640625e+01,6.000000000000000000e+00,7.273528724908828735e-02
7.885403156280517578e+00,6.325283050537109375e+01,1.000000000000000000e+00,2.384186075232719304e-07
-1.853508377075195312e+01,5.451119422912597656e+00,3.000000000000000000e+00,2.165169954299926758e+00
-5.419543075561523438e+01,2.576156234741210938e+01,0.000000000000000000e+00,7.577025331556797028e-03
-3.484365463256835938e+01,-3.855899429321289062e+01,2.000000000000000000e+00,8.166948705911636353e-02
6.153748512268066406e+00,1.543204784393310547e+01,3.000000000000000000e+00,4.029355113743804395e-05
-4.771156311035156250e+01,5.189194869995117188e+01,0.000000000000000000e+00,9.059946933120954782e-06
-1.908044934272766113e+00,-3.244546890258789062e+01,8.000000000000000000e+00,4.744642137666232884e-05
-4.014216899871826172e+00,1.876190543174743652e+00,3.000000000000000000e+00,6.218697526492178440e-04
2.909992599487304688e+01,-8.204453468322753906e+00,7.000000000000000000e+00,2.611024247016757727e-04
-5.402201080322265625e+01,-1.444429302215576172e+01,4.000000000000000000e+00,8.903125673532485962e-02
-4.966275405883789062e+01,3.508290100097656250e+01,0.000000000000000000e+00,1.464593369746580720e-04
-1.065160274505615234e+01,7.314445495605468750e+01,1.000000000000000000e+00,1.232700014952570200e-04
-3.062223434448242188e+01,-2.150889015197753906e+01,6.000000000000000000e+00,3.708508983254432678e-02
-1.739498519897460938e+01,-2.079097032546997070e+00,3.000000000000000000e+00,1.556765437126159668e-01
